lastrevid,prediction
1166754534,C
1167671810,C
1162389545,C
1177920438,C
1167128489,C
1178075865,C
1167136991,C
1179308025,B
1167336600,C
1178731428,C
1167455360,C
1178661536,GA
1171528619,C
1167740652,C
1168656960,C
1167836960,C
1167843703,C
1167154461,C
1167324034,C
1179094489,GA
1171322805,C
1176119071,Start
1179347422,C
1167406902,C
1176124836,Start
1167495164,C
1175965740,GA
1179476533,B
1163113896,C
1167505317,C
1172182895,C
1177531109,B
1169422949,C
1166692415,C
1166991016,C
1179504589,GA
1165899462,GA
1178415779,C
1167741603,C
1178076568,GA
1177424104,Start
1167126466,C
1178076710,C
1169071477,C
1178080085,B
1167395498,C
1174116437,C
1164088506,B
1167495373,C
1167498150,C
1178079700,C
1156078806,C
1176486975,C
1178337724,C
1167741092,C
1167839256,C
1167839732,C
1178275946,C
1178271707,C
1179254489,C
1178276190,C
1178276299,C
1178276451,Start
1171868563,C
1179905398,GA
1175879299,C
1166637137,Start
1167346292,C
1175189569,C
1177268471,C
1167177632,C
1167136446,C
1176468872,C
1165896406,C
1167504789,Start
1167505902,Start
1179821600,Start
1180324125,GA
1170554550,C
1179801396,C
1179788919,C
1167506907,C
1179665876,C
1179664514,Start
1167848018,Start
1173546540,GA
1164427885,C
1166606860,C
1178245956,C
1166633759,C
1174629035,C
1179863886,GA
1167135094,C
1176654690,C
1179869939,GA
1167293673,C
1175184342,C
1167320108,GA
1177336592,GA
1167409867,GA
1177379172,C
1165078825,C
1179250378,C
1165078877,C
1174496842,C
1177303538,C
1176482034,C
1168868008,C
1177967447,GA
1171380413,C
1179576522,B
1174623019,GA
1171370190,C
1167671760,C
1167743696,C
1177316053,C
1167840407,GA
1166612386,C
1167179822,C
1173881220,C
1167843995,C
1167844538,C
1167837803,B
1174167879,GA
1167018003,C
1167685819,C
1166993864,C
1172992821,C
1165133675,Start
1177633256,C
1165233343,FA
1179022399,B
1177023751,C
1156060388,C
1180126614,GA
1167503802,C
1167674014,C
1175948295,C
1178433880,FA
1180014251,B
1166635882,C
1166820723,C
1179404811,GA
1169124507,C
1177325519,C
1168433933,GA
1157102435,C
1178168980,C
1177910509,B
1168108979,C
1156074249,C
1167497449,GA
1178951304,C
1167643043,C
1174810870,B
1178100244,GA
1180322927,C
1167672311,Start
1175874442,C
1166854152,C
1166854772,C
1175311326,GA
1176738394,C
1176979101,GA
1179397791,GA
1180355863,GA
1180361124,GA
1177924736,C
1177872548,C
1180362822,GA
1177867821,C
1172179801,C
1180368043,GA
1176802125,B
1174506853,C
1173189364,GA
1173614105,C
1180105113,C
1179528848,C
1168890531,C
1179824248,C
1179666024,GA
1169910894,C
1180362429,GA
1175860151,C
1177339728,GA
1180306046,GA
1175033427,C
1179708229,GA
1169897389,C
1178906919,C
1179943628,C
1175851469,GA
1178656317,C
1179685657,C
1179685720,C
1174669296,C
1177310093,C
1175860190,C
1179689007,C
1174282955,C
1174283345,C
1174283839,C
1174284525,GA
1165646297,C
1165746908,C
1165751891,C
1165889698,GA
1165891059,C
1165895638,Start
1165896754,C
1174552380,C
1165900086,C
1165900774,C
1165901731,C
1180006708,C
1175268176,B
1172734559,C
1172734160,C
1172733807,C
1172733430,C
1172732872,C
1172730822,C
1172731340,C
1172731937,C
1172732493,C
1174176307,C
1173714638,GA
1173715120,C
1173715565,C
1173715866,C
1173716297,C
1173716819,C
1173717209,C
1173717593,C
1173723391,C
1173723720,Start
1173724057,C
1175039560,C
1174330162,C
1174330511,GA
1174331103,C
1173869737,C
1173870079,C
1173870403,C
1173870772,C
1178609749,C
1178189256,C
1178204887,C
1178953433,GA
1178953848,C
1173058432,C
1173062113,C
1173059728,C
1177726211,C
1173061154,C
1173061925,Start
1173062467,C
1180047824,GA
1173064277,C
1180164691,B
1173125700,C
1174198631,C
1178622012,C
1178204315,C
1173129547,C
1178621368,C
1173130234,C
1179015661,C
1173131063,C
1179909428,Start
1173131883,C
1173132321,C
1178387489,C
1179523103,GA
1172585298,C
1172585784,C
1172586122,C
1176933742,C
1179908506,GA
1172587617,C
1172648351,C
1172649006,C
1172662832,C
1172649707,C
1172650076,C
1173490577,C
1173491005,C
1173491381,C
1173491768,C
1173492129,C
1173492511,C
1173876912,C
1173880471,C
1173878173,C
1173878562,C
1174049245,C
1174049718,C
1174050080,C
1174050720,C
1177623354,C
1178405582,C
1173495946,C
1173496318,C
1173496691,C
1173497001,GA
1173497519,C
1173209693,C
1173210425,Start
1173210881,C
1173211321,C
1170843207,GA
1165748190,C
1165901284,C
1179717468,C
1172835802,C
1178313113,B
1172837589,C
1179619578,C
1179717122,C
1172839791,C
1179619955,C
1179619183,C
1174211431,C
1174211872,C
1174301976,GA
1174214089,C
1178495686,C
1179907809,C
1173144304,C
1174321537,C
1178536453,GA
1174325200,C
1179014848,C
1173444476,C
1173444853,C
1179013234,GA
1173445572,C
1177496233,C
1165535977,Start
1165646864,C
1180008946,C
1165751382,C
1165752419,C
1165752585,C
1165892245,C
1165906180,C
1173487420,C
1173488161,C
1179717665,C
1174384172,C
1178791836,C
1178770783,C
1173706145,C
1173879270,C
1173707329,C
1173707893,GA
1173708802,C
1173709246,C
1173710152,C
1173710836,C
1179715358,C
1173494624,C
1179715014,C
1173495440,C
1174054966,C
1174055746,C
1179014260,GA
1174004617,C
1174005283,C
1177436220,C
1174009611,C
1174010040,GA
1174010500,C
1174013724,C
1179720061,C
1174012089,C
1174012462,C
1174012862,C
1179012731,C
1174027293,Start
1177210576,C
1174029005,Start
1180014201,C
1174032332,C
1178954461,GA
1178954849,C
1178538038,C
1178537742,C
1178539756,B
1178207572,C
1173993893,C
1173994311,C
1173994762,C
1173995160,C
1173995643,C
1173996014,C
1180037919,C
1172741307,C
1178536945,C
1172742815,C
1172744012,C
1172744286,C
1172745138,C
1172745915,C
1174023399,GA
1172528493,C
1172572168,C
1172573138,C
1172573553,C
1172573846,C
1174136860,C
1172574819,C
1180240398,C
1177854340,C
1172577609,C
1172577043,GA
1176797366,C
1177446314,C
1172719855,C
1172670698,C
1172677046,C
1172671099,C
1179989671,GA
1172672260,Start
1172672771,C
1172673164,C
1172673582,C
1173052667,Start
1173057377,C
1175157632,C
1173334253,C
1173809748,C
1173807712,C
1173808125,C
1178536740,C
1173811601,C
1173812251,C
1172898476,C
1172899049,C
1172899945,GA
1172900316,C
1173022874,C
1173023447,C
1173024845,GA
1179907477,C
1179907114,C
1173026369,C
1173026827,Start
1179906522,C
1173034769,C
1173035256,C
1172708866,C
1172710050,GA
1172710670,C
1172711323,C
1172711875,C
1173037677,C
1173038287,C
1173038810,C
1173042677,C
1173040422,C
1173049940,C
1173050651,C
1173669071,C
1173669807,C
1173670514,C
1176988192,C
1173601726,C
1178765386,C
1174328343,C
1174328933,C
1174207057,C
1178957518,C
1174208409,C
1178536115,C
1174209276,C
1174209674,C
1172867451,C
1172868161,C
1176714402,C
1172869271,C
1173212327,C
1173212759,C
1173213150,C
1179906743,C
1173214682,C
1179682644,C
1173215790,C
1173216227,C
1173216937,Start
1173217395,C
1173217697,C
1172686150,C
1172686807,C
1172687414,C
1176638576,C
1172705200,C
1172705935,C
1180012407,C
1172852913,C
1172853458,C
1179714523,C
1180011092,C
1180013328,C
1180009269,C
1172655868,C
1172656265,C
1172656702,C
1172657021,Start
1172657407,C
1172657709,C
1172658324,C
1179716789,C
1172659774,C
1172660134,C
1172660506,C
1172660962,C
1172661340,C
1178976124,C
1179421410,C
1173816748,C
1173832776,C
1173833403,C
1173836896,C
1173837644,C
1173835652,C
1180348824,B
1173837227,C
1173837662,Start
1173840867,C
1173339765,C
1173437622,C
1173438096,C
1178901312,Start
1173439470,C
1173439892,Start
1173440359,C
1173888821,C
1173891442,C
1173889673,C
1179713194,C
1173890463,C
1179713990,GA
1173891058,C
1179704582,C
1167333952,C
1178475711,C
1171571426,C
1167669422,C
1178475860,C
1166605567,C
1166688689,C
1166993352,C
1167133873,C
1180277269,B
1167675590,C
1178438134,GA
1166532253,C
1167134790,C
1167180158,C
1167343334,C
1167493667,GA
1167498058,C
1167668374,C
1168087446,C
1177760164,B
1168137365,C
1168088150,GA
1170553295,GA
1177070905,C
1168087503,C
1178821060,C
1168087549,C
1168087556,C
1166384262,C
1166386115,C
1166694758,C
1166758283,C
1167125014,C
1167179025,C
1155517711,C
1167685484,C
1166636137,C
1166820167,C
1173811933,C
1173007989,C
1170858185,C
1169699045,C
1177761257,C
1167838583,C
1166533843,C
1172803653,GA
1178439352,C
1166609493,C
1166633501,C
1166634647,C
1171248727,C
1167154518,C
1175530035,C
1167347320,C
1167499564,C
1167670258,C
1165902833,C
1166382833,C
1167014373,C
1167020254,C
1167130480,C
1167136855,GA
1167392529,C
1167506587,C
1167642808,C
1178557659,B
1167179005,C
1167344120,C
1167395878,GA
1179524771,C
1167669970,GA
1165904834,C
1168048880,C
1168048886,C
1175958314,C
1177956311,C
1168048923,C
1166695701,C
1167341377,C
1167393694,C
1167410862,C
1177917729,C
1178129526,GA
1167844156,C
1166692483,C
1166852475,C
1166995823,C
1165895147,GA
1173815641,C
1167674457,C
1167674960,C
1176421525,C
1175431603,GA
1178982045,C
1166695450,C
1167014458,C
1172041292,C
1167394928,C
1176351882,GA
1167455946,C
1167842171,C
1166696427,C
1167335828,C
1167343011,C
1167396175,C
1167498694,C
1162370021,C
1179184079,C
1178597883,B
1175626580,GA
1168713846,GA
1180274454,GA
1178604721,GA
1168713892,C
1168713908,GA
1168713938,GA
1168713952,GA
1168713977,C
1166757754,C
1177762156,C
1167394583,Start
1167496690,C
1167836365,C
1167839806,C
1177761856,GA
1166694682,C
1177214180,GA
1167396177,C
1167411125,C
1167683370,C
1167827481,C
1177255256,GA
1179268353,GA
1167618709,GA
1179417025,C
1179843742,C
1177404736,GA
1174343391,GA
1167784779,C
1165537259,GA
1165537327,GA
1166634508,C
1173225840,C
1177868510,C
1167593547,C
1178719603,C
1175272302,C
1174769590,C
1165747681,C
1179268502,C
1167124866,C
1165749974,C
1167909612,C
1159691577,C
1177739901,B
1167318267,GA
1178914315,GA
1172107499,GA
1167336648,C
1165892663,C
1165893315,GA
1167346938,C
1167396392,C
1176825359,C
1180346365,C
1159825877,C
1179389011,C
1170697897,C
1178727229,GA
1170258359,C
1170697960,C
1165899641,C
1177740959,GA
1165901309,C
1180356530,GA
1177399683,GA
1165902205,GA
1176246358,C
1170738637,GA
1167741790,C
1167835876,Start
1165906633,GA
1178375016,GA
1170700056,C
1180125167,GA
1166484612,C
1166692346,C
1167020483,GA
1167125750,C
1177760854,C
1167154444,GA
1167178335,C
1167395800,C
1167396207,C
1167411244,GA
1167454846,GA
1167456670,C
1175995843,C
1167641627,GA
1167739676,C
1167743060,C
1167838429,GA
1167348027,Start
1177762286,C
1167136776,C
1167409515,GA
1173540400,C
1166485956,C
1176572187,B
1175715672,C
1180094619,C
1174864700,GA
1167670610,C
1167679643,C
1166534856,C
1166608633,C
1166692324,C
1166732951,C
1172964817,B
1179963906,C
1162099503,C
1166633150,C
1166691543,C
1167319075,C
1167343904,C
1167497452,C
1162252140,C
1167678470,C
1170825937,C
1167682775,C
1167840084,C
1180298075,C
1167179830,C
1167343772,C
1167424369,C
1175302359,C
1166633372,C
1177232136,GA
1165748451,C
1165748853,C
1179808111,GA
1165748869,C
1173040220,C
1167320367,C
1167334620,C
1167344560,C
1176168052,GA
1167413416,C
1167506777,C
1179419055,C
1167741262,C
1175447189,C
1165907523,C
1165908510,C
1161128688,C
1166850643,GA
1167014341,C
1167324243,C
1167342360,C
1177288334,GA
1166693666,C
1166695108,C
1166820824,C
1179329933,C
1167506489,GA
1167743942,C
1168047798,C
1176777912,C
1177430837,C
1178006732,C
1168047820,GA
1168047827,C
1175944597,GA
1167532328,GA
1166631613,C
1166693135,C
1176044872,GA
1167179185,C
1167676235,C
1177454008,C
1178284723,C
1166639726,C
1177760633,C
1166821297,C
1167322146,C
1167425607,GA
1167496879,C
1167501597,C
1167669856,C
1179932741,C
1179932776,GA
1180143337,GA
1177776190,C
1177832928,GA
1179958393,GA
1177836596,GA
1180046006,GA
1180179520,GA
1180180239,GA
1177995927,GA
1180274048,C
1180329161,GA
1180412766,C
1177998501,C
1178473351,GA
1167320525,C
1178100314,GA
1167334924,C
1178260359,GA
1178421456,GA
1167409487,GA
1167410463,C
1178422491,GA
1178577569,B
1179566504,GA
1171186753,C
1179790161,GA
1176174064,GA
1172761824,C
1178027351,C
1167843941,C
1179815406,GA
1173735408,C
1173735575,C
1172051025,C
1179608331,GA
1167179916,C
1167337032,GA
1173735918,C
1167392230,C
1167503300,C
1172005991,C
1167742273,C
1170024940,GA
1166384673,C
1166854843,C
1167016350,C
1173339512,GA
1167340837,C
1167392847,C
1167458064,C
1168049066,C
1172285310,C
1168049076,C
1168049083,C
1168049107,C
1168049110,C
1168049113,C
1168049120,C
1168049124,C
1166851073,GA
1167015770,C
1167130686,C
1167154325,C
1167316756,C
1167333667,C
1167337011,C
1170025936,GA
1167395038,C
1164768288,GA
1167137168,C
1168959881,C
1177552787,C
1167393102,C
1167672531,C
1167295527,C
1166454537,C
1167393542,C
1168092923,C
1168092917,C
1168092905,C
1168092912,C
1167128479,C
1167345839,C
1167395787,C
1167410643,C
1177760364,C
1167776653,C
1166734856,C
1166755642,C
1177762181,GA
1168838323,C
1165907056,C
1168276372,C
1168276425,C
1168276456,C
1168276549,C
1168276603,C
1168276663,C
1168276732,C
1168276778,C
1168276831,GA
1168276872,C
1168745777,C
1179797505,C
1168277298,C
1168277350,C
1168277713,C
1168277775,C
1166693590,C
1166849168,C
1175996402,C
1167019131,C
1167019181,GA
1167335803,C
1177760545,C
1168088516,GA
1168088772,C
1168088779,C
1172668870,GA
1168088786,C
1168088798,C
1168088801,C
1178005079,C
1168088560,C
1168088861,C
1174038066,GA
1168088875,C
1168088880,C
1176388996,Start
1168088714,GA
1168088647,C
1168088650,C
1168088657,GA
1168266411,C
1166695084,C
1166755507,C
1167132398,C
1175300908,GA
1167500529,GA
1167674828,GA
1166384630,C
1179540220,C
1167132612,C
1167133971,C
1165749613,C
1167135253,GA
1165404861,C
1167290957,C
1173671088,C
1177324101,GA
1167676934,C
1177760610,GA
1166849672,GA
1167176413,C
1167294406,C
1167501926,C
1177056588,GA
1167642793,C
1167741647,C
1167839854,C
1167839887,C
1167347772,C
1165507033,GA
1176041398,C
1174118802,C
1174839790,C
1167126175,C
1179354933,C
1167292255,C
1178557736,C
1165895859,C
1165896289,C
1165815289,C
1167670729,C
1165901485,C
1167674332,GA
1167839025,C
1166608568,GA
1167132771,C
1167154413,C
1163703918,C
1171017709,C
1167455412,C
1176810314,GA
1178316391,C
1167841432,C
1167343249,GA
1167392716,C
1167674916,C
1167839775,C
1168708868,GA
1168708699,GA
1176778150,C
1168708896,GA
1168708911,C
1168708927,C
1168708956,C
1169080535,GA
1176700108,C
1167127673,C
1167292287,C
1177760520,B
1167347196,C
1167395064,C
1176872966,C
1167776811,C
1180130802,GA
1178493286,C
1167124986,C
1167320839,C
1178752750,GA
1167670024,C
1167675555,C
1169105359,GA
1167840354,C
1167342852,GA
1179819267,C
1167502177,C
1167680633,C
1178708212,C
1166981014,C
1173811679,C
1167091933,GA
1167341881,GA
1167346075,C
1167507838,C
1173811120,C
1167239004,C
1167239423,C
1167239792,C
1167295437,C
1167323478,C
1173068203,C
1176949307,C
1167499340,C
1169584734,C
1173079154,GA
1166484165,Start
1174789186,GA
1166696209,GA
1167127474,Start
1167180238,C
1167316628,C
1167344325,Start
1167677121,C
1172068479,C
1172722484,C
1175434068,C
1172722554,C
1172722592,C
1166998977,C
1169821014,C
1178290034,C
1172722678,GA
1167395705,C
1176627608,C
1171107546,C
1175716715,C
1172723486,GA
1177989023,C
1172723595,GA
1166695200,C
1167333770,C
1176135534,C
1167678156,C
1167813095,C
1166695208,C
1166992513,C
1177019534,C
1167334852,C
1167392278,C
1167675392,C
1167432533,C
1168159558,B
1167017697,C
1167018698,C
1159768738,GA
1167412058,C
1172829252,GA
1167675037,C
1177998088,C
1166534610,C
1178906616,GA
1172055961,GA
1166851264,C
1167668086,GA
1167679352,C
1174795374,C
1168564221,GA
1167334647,C
1168564678,C
1174195855,GA
1175713309,C
1168567735,C
1168622398,C
1168622535,C
1168622573,C
1168622749,C
1176150090,C
1168622923,C
1175255270,C
1168623058,C
1167458169,C
1167458394,C
1177336704,GA
1166820477,GA
1167021586,C
1167135645,C
1167287866,C
1167395726,C
1169533676,C
1167504744,C
1167670648,C
1167674232,C
1167682510,C
1177448045,GA
1178411531,GA
1168884578,C
1168884663,C
1168885698,C
1167681080,C
1168886209,C
1169188909,C
1169189999,C
1178474975,GA
1168047356,GA
1168047541,GA
1170107532,GA
1168047568,C
1173864040,GA
1168909433,C
1168047581,C
1168047591,GA
1166689543,C
1169536902,GA
1169527835,C
1169679855,C
1169680588,GA
1169680850,C
1169681179,C
1169681270,C
1169681312,C
1169686278,C
1169686347,C
1177298043,GA
1169686927,C
1169733763,C
1176031682,C
1175964278,C
1169734135,GA
1172827720,C
1172827872,C
1167343789,C
1167455438,C
1177508498,GA
1169735302,GA
1169735529,C
1178433577,GA
1169875088,C
1169875607,GA
1169885775,C
1178724507,FA
1169873716,GA
1169873850,C
1169895916,C
1170008682,C
1170008859,C
1177760466,C
1170009218,C
1170009523,C
1170032288,C
1170032566,C
1170581616,C
1171754160,GA
1177760984,GA
1167020640,C
1170690479,C
1170690686,C
1170691012,C
1170765551,C
1179870443,B
1177317440,C
1177761961,B
1177438839,C
1170844318,C
1171197018,C
1171198945,C
1171199018,C
1176351742,GA
1171203814,C
1170342770,C
1173053441,C
1180217878,C
1171751699,C
1177205115,C
1175948210,C
1171420489,GA
1171439676,C
1171439928,C
1177760884,C
1168045774,C
1168045780,C
1177204769,GA
1180410974,B
1179319298,C
1171663925,C
1168045819,GA
1168045826,C
1168910503,C
1175538835,B
1168045886,C
1177718274,C
1176876843,GA
1168045967,C
1168045973,C
1179161838,B
1177712919,C
1168047045,C
1168047059,C
1173041272,C
1171898398,C
1168046812,C
1173668203,B
1168047072,C
1168046925,C
1168046940,C
1168046949,C
1172064890,C
1168047119,C
1173666018,C
1179366143,C
1168047142,C
1176266879,GA
1167975379,GA
1167975391,C
1167975400,GA
1176181097,C
1167975501,C
1179343542,GA
1176696319,GA
1167975543,C
1175538772,C
1159815592,Start
1167975567,C
1173182902,C
1173183170,GA
1173183497,C
1177760302,C
1168093385,C
1175358135,C
1173184055,C
1177760280,GA
1173713000,C
1173184854,C
1173184956,C
1173185134,C
1168093575,C
1173185500,C
1169999106,GA
1173185733,GA
1173182532,GA
1173185827,C
1173657646,GA
1168621928,B
1173670519,GA
1173674039,GA
1173675057,GA
1173975051,C
1173975237,Start
1173981744,C
1173981906,C
1177761767,GA
1173981954,C
1173982033,C
1173982100,C
1174174008,C
1167336919,C
1174174222,C
1174174288,C
1166639433,GA
1166759707,C
1172601787,GA
1157208723,C
1165889778,C
1171485568,GA
1179460428,C
1167347356,C
1167497111,C
1172880534,C
1176544070,C
1175871953,C
1166609740,C
1157217171,C
1167323092,C
1167324491,C
1177762116,C
1167336161,GA
1174685586,C
1174771961,C
1174772073,C
1175700583,C
1174776486,C
1174778411,C
1174778626,C
1175116156,C
1174778807,C
1174795240,C
1174795514,C
1179198901,C
1174944702,C
1165537487,GA
1178167146,GA
1174972428,C
1174972478,C
1174972557,C
1174972773,GA
1174972855,C
1167840208,C
1175238581,C
1175245846,C
1180045659,C
1175249857,C
1175254340,C
1175254408,C
1175263008,C
1175263171,C
1175263230,GA
1175263291,C
1175263340,GA
1176422504,C
1175265475,C
1175265675,GA
1175149860,C
1177493372,C
1177222044,GA
1175265961,C
1175266075,C
1179650676,C
1175266125,C
1175266237,C
1175266287,C
1175266333,C
1175266362,C
1175429104,C
1175496465,Start
1175497068,C
1175528193,C
1175528365,C
1175528416,C
1165905297,C
1175528506,C
1177881091,C
1179886743,B
1177823526,C
1179525574,C
1179526787,GA
1179523942,GA
1179257756,C
1179425408,C
1170926911,C
1178623237,GA
1178626693,C
1178625127,GA
1179556087,B
1177799834,GA
1179049140,C
1179683203,C
1176793025,C
1178584632,B
1179494038,GA
1179490873,GA
1165905031,C
1178168289,C
1179825328,GA
1176729439,GA
1177476162,GA
1178579255,C
529052581,Stub
1176917584,GA
1179422036,C
1176083782,C
1179385325,GA
1177791756,C
1178604528,GA
1178607209,GA
1178613171,C
1179576635,C
1178613282,GA
1178616634,C
1178615843,Start
1179888042,GA
1180288731,GA
1180289579,GA
1179192720,GA
1178470304,GA
1179094567,GA
1177919968,GA
1178756176,B
1178630581,B
1178628317,C
1176956800,GA
1178640604,C
1177241168,GA
1165513456,GA
1165748953,GA
1176387778,GA
1169706132,C
1169998745,C
1169713989,GA
1180230148,B
1178586078,GA
1166616546,GA
1175604710,C
1165750642,C
1165899627,C
1163489236,GA
1165905253,C
1165502632,GA
1177982025,GA
1179968571,GA
1165508390,GA
1165538158,C
1171377298,C
1172602821,C
1165751219,GA
1165893868,C
1165900824,GA
1175850136,C
1173921744,GA
1157206547,C
1174447415,GA
1176438875,C
1176304931,C
1165644857,C
1165898705,C
1176605998,C
1165900967,C
1179748327,C
1166439153,GA
1165508325,C
1176607355,GA
1165645160,GA
1157216132,GA
1165894854,GA
1165895736,B
1165898607,GA
1177266756,C
1176962514,C
1165748161,C
1176611065,GA
1178577931,GA
1165752528,GA
1170080903,C
1174798685,GA
1165538266,GA
1168772546,GA
1165650483,GA
1179751325,GA
1165894849,GA
1165896243,GA
1165899407,GA
1169716246,GA
1176606149,C
1171116047,GA
1165908632,GA
1165507522,GA
1165645049,GA
1165891254,C
1165538248,GA
1165646294,GA
1179369318,GA
1180310181,C
1165891280,GA
1165894147,GA
1165894618,GA
1165898617,GA
1165901266,GA
1177013404,GA
1165750110,GA
1178102395,GA
1177256487,B
1174037349,C
1165538887,C
1165647532,GA
1165748167,GA
1165751023,GA
1178680133,GA
1165897746,GA
1178294858,C
1175923965,GA
1165645821,C
1165891805,GA
1165893274,C
1165538649,GA
1180132003,GA
1171566667,GA
1165539296,GA
1180254248,C
1165891885,GA
1165893251,GA
1179252366,FA
1165897036,GA
1165644606,GA
1179967003,C
1169238654,C
1165647364,C
1174302766,C
1179967524,GA
1165891496,GA
1165896262,GA
1165906107,GA
1170446677,GA
1165646737,GA
1173856875,C
1171599338,C
1165901770,Start
1179793109,GA
1165906429,C
1174544870,FA
1165537436,GA
1170359282,C
1165749285,C
1179813354,C
1165891709,C
1168919744,C
1165900995,GA
1165902041,C
1176818342,GA
1166648650,GA
1165906756,GA
1165506129,GA
1174384463,GA
1160461554,GA
1168392183,C
1176600010,GA
1165508043,C
1176410617,C
1165646812,GA
1165646982,C
1176170605,C
1165750510,C
1170248452,GA
1173303600,GA
1176604389,GA
1174023680,GA
1176609000,GA
1165902964,GA
1177469629,C
1165903351,C
1179437685,C
1144302569,C
1170011368,GA
1165749771,GA
1165750871,GA
1165750921,GA
1165890170,GA
1178388468,GA
1178703100,C
1165892701,C
1165904900,C
1165908292,C
1165645990,C
1172412450,C
1165750791,C
1165893929,GA
1165748567,C
1176925725,C
1165900423,C
1165906686,C
1165508642,C
1175695776,GA
1170786634,C
1157443507,C
1165899976,GA
1177345502,GA
1176751426,GA
1165502663,C
1169641744,GA
1165647743,GA
1165749696,C
1177290994,GA
1168983236,C
1177286580,GA
1169105878,GA
1165903018,GA
1165905108,GA
1165905125,GA
1165907309,GA
1157202009,C
1165648060,GA
1165750772,GA
1165750941,GA
1165752486,GA
1165895847,GA
1165903420,GA
1175086281,GA
1170692859,C
1165751372,GA
1165891413,GA
1158940235,GA
1165507294,GA
1176597922,GA
1174926125,C
1168226835,C
1165894441,C
1165901390,GA
1165508335,C
1177679136,GA
1165647469,GA
1176886295,C
1165747775,GA
1173632790,FA
1165752229,GA
1165895843,GA
1177662015,C
1175116661,GA
1165893790,GA
1161883297,GA
1159505359,GA
1165538378,C
1165646276,C
1165647353,C
1179880776,C
1176213825,C
1165895406,C
1165901584,GA
1165908610,C
1170165197,C
1157349196,C
1157350455,C
1172124993,Start
1159826561,C
1170165633,C
1166639271,C
1166691535,C
1166757757,C
1166821289,C
1158327806,GA
1152267453,C
1167017354,C
1167017840,Start
1178443160,C
1167130544,C
1167130675,C
1167137068,C
1167176325,GA
1167295326,C
1167316843,C
1162572810,C
1157440600,C
1167341834,C
1167392377,C
1167392551,C
1170164660,C
1170325179,C
1167739270,C
1176484280,C
1153719558,GA
1169748425,GA
1173133467,GA
1168299052,GA
1174452474,GA
1171747803,GA
1168278055,GA
1168300017,GA
1168300411,GA
1168300569,C
1176318698,C
1168300855,C
1168278355,GA
1176830817,C
1180411953,GA
1180314657,GA
1175838768,C
1168378023,GA
1177213405,C
1168301699,GA
1177084984,C
1177037389,GA
1168378288,C
1168367039,C
1168375817,GA
1168415267,C
1168439252,GA
1168444835,GA
1168452144,C
1179530824,C
1177815656,C
1168463523,C
1168516614,C
1168517787,C
1168536419,GA
1175579234,C
1168560353,C
1177453706,C
1168604732,C
1178184714,C
1173876842,GA
1168774186,GA
1168833955,C
1175372779,GA
1169676352,GA
1178185504,C
1177084028,C
1168983420,C
1168990145,C
1177762172,Start
1169003999,C
1169024093,C
1169035959,C
1178767515,C
1169058939,C
1173797750,GA
1169133815,C
1169748204,C
1169213994,C
1169224464,C
1169348493,C
1173259190,C
1180288489,C
1178478277,GA
1176308112,GA
1169487543,C
1169509742,C
1179526382,C
1169551531,C
1172847751,C
1175499127,GA
1178641786,C
1169705099,GA
1169721767,C
1169784160,C
1169787164,GA
1169803861,C
1177497057,C
1169848426,C
1175257622,C
1170205217,C
1170209915,C
1174438989,GA
1174347742,GA
1174110778,C
1173074486,C
1173877048,GA
1178098012,C
1171864072,C
1179286534,C
1170568832,C
1170571714,C
1170576047,C
1170618577,GA
1170655727,C
1177466618,C
1170742193,C
1168379952,C
1170796336,C
1170802883,C
1170807560,C
1170814610,C
1169539727,GA
1170817149,GA
1170818831,C
1170888728,Start
1170965230,Start
1171043993,GA
1171045646,GA
1171055052,GA
1171058914,C
1171065249,Start
1171155864,C
1171192532,GA
1171194694,C
1171325205,Start
1174414942,C
1171328678,Start
1175242201,C
1180010434,C
1175178070,C
1171353623,GA
1171360839,GA
1171378299,C
1177350394,C
1171465504,GA
1171473294,GA
1171474889,GA
1171480059,C
1171481382,GA
1171551859,C
1171619212,C
1171633293,C
1171708547,C
1179856967,C
1171789445,C
1171836137,C
1171889672,GA
1171898280,C
1174309443,Start
1176648967,GA
1179854212,C
1179500921,C
1176511423,C
1174619387,C
1178407957,GA
1179453817,C
1174717625,C
1177695745,C
1174802966,C
1176752758,GA
1174818398,C
1174874054,C
1174895136,Start
1174896790,C
1176756082,GA
1178586079,C
1175020316,GA
1176316625,C
1176361572,Start
1176752927,C
1176379419,GA
1176387224,C
1176393501,C
1176402357,C
1176419728,C
1176440016,C
1176457839,C
1176459318,C
1176471122,C
1176756204,C
1176760122,C
1176560114,GA
1176569545,C
1176629146,C
1176715524,C
1176767103,GA
1176833027,C
1176845788,C
1176850034,Start
1179060740,C
1176901114,C
1176988563,C
1177022927,C
1177025223,C
1173522616,C
1178195309,C
1169048834,C
1176485052,C
1171355501,GA
1177100144,C
1173522648,C
1177815854,C
1179826587,GA
1173522660,C
1167883197,C
1178632655,C
1170740505,GA
1149601773,C
1172249116,C
1157437595,C
1167316852,C
1167317723,C
1157438930,C
1157439819,GA
1179526375,C
1157444403,GA
1157452459,C
1157455357,GA
1169043148,GA
1158101382,GA
1157915584,C
1158105314,C
1173349617,C
1174355600,C
1159726400,C
1176485966,C
1174274417,C
1169399030,C
1173397518,C
1178845441,C
1173397560,GA
1179046713,C
1166610613,GA
1179391518,C
1174274931,B
1176777995,GA
1173397698,C
