title,lastrevid
"Palmyra Township, Pike County, Pennsylvania",1178959829
"Ebensburg, Pennsylvania",1178708691
"South Franklin Township, Washington County, Pennsylvania",1175379398
"Wellsboro, Pennsylvania",1177608727
"Pitcairn, Pennsylvania",1169787164
"Union City, Pennsylvania",1178603006
"Tulpehocken Township, Berks County, Pennsylvania",1175377517
"Manor, Pennsylvania",1157439845
"Marlborough Township, Montgomery County, Pennsylvania",1177806865
"Pine Creek Township, Clinton County, Pennsylvania",1167495847
"Brackenridge, Pennsylvania",1168278355
"Pymatuning Township, Mercer County, Pennsylvania",1175382490
"Lower Towamensing Township, Carbon County, Pennsylvania",1177807473
"Upland, Pennsylvania",1176734397
"Centerville, Washington County, Pennsylvania",1152768043
"Slippery Rock Township, Lawrence County, Pennsylvania",1167673075
"North Wales, Pennsylvania",1173026401
"Mahanoy Township, Schuylkill County, Pennsylvania",1177806896
"Coplay, Pennsylvania",1177102182
"Earl Township, Berks County, Pennsylvania",1174275775
"Trafford, Pennsylvania",1158114947
"London Britain Township, Chester County, Pennsylvania",1167321264
"Penn Township, Perry County, Pennsylvania",1167459263
"Mount Penn, Pennsylvania",1173398145
"Daugherty Township, Beaver County, Pennsylvania",1174895136
"West Providence Township, Bedford County, Pennsylvania",1175371600
"Bart Township, Pennsylvania",1172124674
"Harmony Township, Beaver County, Pennsylvania",1167979496
"Homestead, Pennsylvania",1169035959
"Union Township, Adams County, Pennsylvania",1176484280
"Paradise Township, Monroe County, Pennsylvania",1174316289
"Paint Township, Somerset County, Pennsylvania",1169083363
"New Britain, Pennsylvania",1157443937
"Decatur Township, Mifflin County, Pennsylvania",1175074849
"Mount Pocono, Pennsylvania",1179192972
"Mount Carmel Township, Northumberland County, Pennsylvania",1175956179
"Union Township, Lebanon County, Pennsylvania",1167740223
"Fulton Township, Lancaster County, Pennsylvania",1167018652
"Fawn Township, York County, Pennsylvania",1169872739
"Edgewood, Allegheny County, Pennsylvania",1168517787
"Macungie, Pennsylvania",1179413509
"Myerstown, Pennsylvania",1167393715
"Lower Mount Bethel Township, Northampton County, Pennsylvania",1177807752
"Thornbury Township, Chester County, Pennsylvania",1158113936
"Girard, Pennsylvania",1164020488
"Heidelberg Township, York County, Pennsylvania",1169701145
"Orwigsburg, Pennsylvania",1157657673
"Wormleysburg, Pennsylvania",1170673007
"Wrightstown Township, Bucks County, Pennsylvania",1172276851
"Wyoming, Pennsylvania",1171924464
"Lower Chanceford Township, York County, Pennsylvania",1177808610
"Raccoon Township, Beaver County, Pennsylvania",1109656352
"Nottingham Township, Washington County, Pennsylvania",1175502457
"Mohnton, Pennsylvania",1173398172
"McSherrystown, Pennsylvania",1157440600
"Malvern, Pennsylvania",1179414836
"Mahoning Township, Lawrence County, Pennsylvania",1159982911
"Bradford Township, Clearfield County, Pennsylvania",1175874005
"Wolf Township, Lycoming County, Pennsylvania",1175369383
"Lake City, Pennsylvania",1164651425
"Briar Creek Township, Pennsylvania",1173791005
"Springfield Township, Fayette County, Pennsylvania",1167676343
"Youngwood, Pennsylvania",1159224959
"Washington Township, Schuylkill County, Pennsylvania",1171066671
"Summit Hill, Pennsylvania",1158106976
"Churchill, Pennsylvania",1168378288
"Conewago Township, Dauphin County, Pennsylvania",1166757763
"Keating Township, McKean County, Pennsylvania",1157437501
"Patterson Township, Beaver County, Pennsylvania",1109656333
"East St. Clair Township, Bedford County, Pennsylvania",1172050733
"North Buffalo Township, Armstrong County, Pennsylvania",1175954573
"West Buffalo Township, Union County, Pennsylvania",1167839470
"Hereford Township, Berks County, Pennsylvania",1178630609
"Penbrook, Pennsylvania",1179376825
"Harmar Township, Allegheny County, Pennsylvania",1177762172
"Armstrong Township, Indiana County, Pennsylvania",1166485184
"Boggs Township, Centre County, Pennsylvania",1166613835
"Oakland Township, Butler County, Pennsylvania",1177834547
"Rayne Township, Indiana County, Pennsylvania",1175382184
"St. Clair, Pennsylvania",1167480845
"East Greenville, Pennsylvania",1157357157
"Wilkes-Barre Township, Luzerne County, Pennsylvania",1175372921
"Ford City, Pennsylvania",1174414942
"Ross Township, Luzerne County, Pennsylvania",1167641588
"Penn Township, Cumberland County, Pennsylvania",1169030003
"Morris Township, Clearfield County, Pennsylvania",1167347240
"Findley Township, Mercer County, Pennsylvania",1159987910
"Hayfield Township, Crawford County, Pennsylvania",1172099212
"Seven Fields, Pennsylvania",1178088527
"Sadsbury Township, Crawford County, Pennsylvania",1172100925
"Towanda, Pennsylvania",1176176843
"Kulpmont, Pennsylvania",1180007747
"Delmar Township, Tioga County, Pennsylvania",1166850575
"Eldred Township, Monroe County, Pennsylvania",1174315472
"South Annville Township, Lebanon County, Pennsylvania",1175379721
"Springhill Township, Fayette County, Pennsylvania",1161609141
"Cowanshannock Township, Armstrong County, Pennsylvania",1171155864
"Kenhorst, Pennsylvania",1173397735
"Clinton Township, Butler County, Pennsylvania",1177203626
"West Grove, Pennsylvania",1180411588
"East Penn Township, Carbon County, Pennsylvania",1177815843
"Newton Township, Lackawanna County, Pennsylvania",1175955207
"Fermanagh Township, Juniata County, Pennsylvania",1173876294
"Luzerne, Pennsylvania",1176296454
"Allegheny Township, Cambria County, Pennsylvania",1173127360
"West Mahanoy Township, Schuylkill County, Pennsylvania",1175371187
"North Catasauqua, Pennsylvania",1171087973
"Strasburg, Pennsylvania",1169563826
"East Hanover Township, Lebanon County, Pennsylvania",1166990802
"Mountville, Pennsylvania",1157442533
"Woodcock Township, Crawford County, Pennsylvania",1175369285
"Womelsdorf, Pennsylvania",1173397892
"Fairfield Township, Lycoming County, Pennsylvania",1157358338
"Dallas, Pennsylvania",1157356170
"Harveys Lake, Pennsylvania",1169081443
"Aspinwall, Pennsylvania",1173133467
"North Hopewell Township, York County, Pennsylvania",1175954380
"Stonycreek Township, Cambria County, Pennsylvania",1158106038
"Bedford, Pennsylvania",1173522616
"Bridgewater Township, Susquehanna County, Pennsylvania",1174220716
"Ashland, Pennsylvania",1174907830
"Rochester Township, Beaver County, Pennsylvania",1109656389
"Spring Brook Township, Lackawanna County, Pennsylvania",1175378763
"Hepburn Township, Lycoming County, Pennsylvania",1157361244
"Bear Creek Township, Pennsylvania",1174776565
"Ashley, Pennsylvania",1157349260
"Walker Township, Juniata County, Pennsylvania",1173876460
"Manchester, Pennsylvania",1167881687
"Madison Township, Lackawanna County, Pennsylvania",1174298243
"Philipsburg, Centre County, Pennsylvania",1166183859
"Cherryhill Township, Indiana County, Pennsylvania",1166695049
"Reynoldsville, Pennsylvania",1169325345
"Shade Township, Somerset County, Pennsylvania",1175380223
"Wind Gap, Pennsylvania",1171091624
"West Nottingham Township, Chester County, Pennsylvania",1175371266
"West Wyoming, Pennsylvania",1176237556
"Dupont, Pennsylvania",1176427827
"Parks Township, Armstrong County, Pennsylvania",1175383925
"South Beaver Township, Beaver County, Pennsylvania",1175379727
"Germany Township, Adams County, Pennsylvania",1178443160
"Clay Township, Butler County, Pennsylvania",1177183910
"North Woodbury Township, Blair County, Pennsylvania",1175953983
"Cooper Township, Clearfield County, Pennsylvania",1175875170
"Halfmoon Township, Centre County, Pennsylvania",1167130165
"Somerset Township, Washington County, Pennsylvania",1152772280
"Wilmington Township, Lawrence County, Pennsylvania",1167842513
"Bath, Pennsylvania",1178644007
"Nanty Glo, Pennsylvania",1168988109
"Franklin Township, Butler County, Pennsylvania",1177756888
"Morton, Pennsylvania",1167061516
"East Taylor Township, Cambria County, Pennsylvania",1157357347
"Washington Township, York County, Pennsylvania",1167836944
"Hanover Township, Washington County, Pennsylvania",1167132594
"Avoca, Pennsylvania",1157349420
"East Lansdowne, Pennsylvania",1173727443
"Hallam, Pennsylvania",1157360601
"South Pymatuning Township, Mercer County, Pennsylvania",1175379053
"Delmont, Pennsylvania",1157356321
"Pine Grove Township, Warren County, Pennsylvania",1173804404
"Derry, Pennsylvania",1169213935
"Lackawannock Township, Mercer County, Pennsylvania",1160603736
"Lower Yoder Township, Cambria County, Pennsylvania",1177807345
"Clearfield Township, Butler County, Pennsylvania",1177195931
"Salford Township, Montgomery County, Pennsylvania",1175380764
"Monaghan Township, York County, Pennsylvania",1175956581
"Crescent Township, Allegheny County, Pennsylvania",1168439252
"Quarryville, Pennsylvania",1157455184
"South Buffalo Township, Armstrong County, Pennsylvania",1175379562
"Freemansburg, Pennsylvania",1180080466
"West Chillisquaque Township, Northumberland County, Pennsylvania",1175372314
"South Coventry Township, Chester County, Pennsylvania",1175379421
"Midland, Pennsylvania",1176560114
"West Newton, Pennsylvania",1159221564
"Winslow Township, Jefferson County, Pennsylvania",1175369517
"Marietta, Pennsylvania",1167334961
"Drumore Township, Lancaster County, Pennsylvania",1171906941
"Portage, Pennsylvania",1157453657
"Upper Augusta Township, Northumberland County, Pennsylvania",1172050366
"Latimore Township, Adams County, Pennsylvania",1167295326
"West Fallowfield Township, Chester County, Pennsylvania",1165673416
"Wayne Township, Lawrence County, Pennsylvania",1167838514
"Roaring Spring, Pennsylvania",1169325957
"Dillsburg, Pennsylvania",1165572980
"Bentleyville, Pennsylvania",1152767494
"Fannett Township, Pennsylvania",1173868725
"Butler Township, Adams County, Pennsylvania",1166639271
"Wayne Township, Mifflin County, Pennsylvania",1175076331
"Coudersport, Pennsylvania",1167148053
"Rockledge, Pennsylvania",1169325199
"Liberty, Allegheny County, Pennsylvania",1169224464
"Morgan Township, Greene County, Pennsylvania",1175956188
"Colwyn, Pennsylvania",1167835394
"Chester Heights, Pennsylvania",1173178308
"Millersburg, Pennsylvania",1179526239
"Lamar Township, Clinton County, Pennsylvania",1167294539
"Hamilton Township, Adams County, Pennsylvania",1167130544
"Lancaster Township, Butler County, Pennsylvania",1177756928
"Perry Township, Fayette County, Pennsylvania",1157450943
"Snyder Township, Jefferson County, Pennsylvania",1173811437
"New Hope, Pennsylvania",1178611907
"Shirley Township, Huntingdon County, Pennsylvania",1175379976
"Texas Township, Wayne County, Pennsylvania",1175377889
"Marysville, Pennsylvania",1148165160
"Forward Township, Butler County, Pennsylvania",1177480534
"Warwick Township, Chester County, Pennsylvania",1176483608
"South Manheim Township, Schuylkill County, Pennsylvania",1175379175
"Ryan Township, Schuylkill County, Pennsylvania",1175380807
"Curwensville, Pennsylvania",1178891651
"Franklin Township, Fayette County, Pennsylvania",1157359294
"Berlin Township, Wayne County, Pennsylvania",1102700850
"Weatherly, Pennsylvania",1177293665
"Upper Oxford Township, Chester County, Pennsylvania",1175372249
"Ridgway Township, Elk County, Pennsylvania",1175381387
"Independence Township, Beaver County, Pennsylvania",1176459318
"Wernersville, Pennsylvania",1173397470
"Saville Township, Perry County, Pennsylvania",1175380367
"Gilpin Township, Armstrong County, Pennsylvania",1180010434
"Taylor Township, Blair County, Pennsylvania",1167681256
"Centre Township, Perry County, Pennsylvania",1166693886
"Muncy, Pennsylvania",1170840041
"Verona, Pennsylvania",1170576047
"New Wilmington, Pennsylvania",1169508414
"West Sadsbury Township, Chester County, Pennsylvania",1175371882
"Donegal Township, Washington County, Pennsylvania",1157356457
"North Newton Township, Cumberland County, Pennsylvania",1175953967
"Yardley, Pennsylvania",1172131741
"Hickory Township, Lawrence County, Pennsylvania",1167136712
"Hunlock Township, Luzerne County, Pennsylvania",1167176199
"Emsworth, Pennsylvania",1177453706
"Shamokin Township, Northumberland County, Pennsylvania",1175380114
"Johnsonburg, Pennsylvania",1178163426
"Richmond Township, Tioga County, Pennsylvania",1167505829
"Center Township, Snyder County, Pennsylvania",1166693502
"Cambridge Springs, Pennsylvania",1174320439
"Matamoras, Pennsylvania",1178829001
"Summerhill Township, Cambria County, Pennsylvania",1173137087
"Shohola Township, Pike County, Pennsylvania",1175379966
"Fairfield Township, Westmoreland County, Pennsylvania",1173298527
"Geistown, Pennsylvania",1143226588
"Perry Township, Berks County, Pennsylvania",1174294358
"Mount Union, Pennsylvania",1167658138
"East Hopewell Township, York County, Pennsylvania",1179096988
"North Annville Township, Lebanon County, Pennsylvania",1175954732
"Pleasant Township, Warren County, Pennsylvania",1175383272
"Eddystone, Pennsylvania",1166992049
"Gregg Township, Centre County, Pennsylvania",1167128614
"Coopersburg, Pennsylvania",1177101601
"Marcus Hook, Pennsylvania",1176312951
"Woodward Township, Clinton County, Pennsylvania",1167844227
"Donegal Township, Westmoreland County, Pennsylvania",1157356458
"Red Hill, Pennsylvania",1171198619
"Greene Township, Beaver County, Pennsylvania",1176393501
"Highspire, Pennsylvania",1175524913
"Clifford Township, Susquehanna County, Pennsylvania",1173692125
"Berwick Township, Pennsylvania",1172124993
"Cornplanter Township, Venango County, Pennsylvania",1160609099
"Alburtis, Pennsylvania",1173652325
"Brothersvalley Township, Somerset County, Pennsylvania",1157351578
"Exeter Township, Luzerne County, Pennsylvania",1157358279
"Fawn Township, Allegheny County, Pennsylvania",1178184714
"Hamiltonban Township, Adams County, Pennsylvania",1167130675
"Huntington Township, Adams County, Pennsylvania",1167176325
"Connellsville Township, Fayette County, Pennsylvania",1166757902
"Hopewell Township, Cumberland County, Pennsylvania",1173867373
"Watsontown, Pennsylvania",1133851691
"Loyalhanna Township, Westmoreland County, Pennsylvania",1177807229
"Dunkard Township, Greene County, Pennsylvania",1157356702
"Plumcreek Township, Armstrong County, Pennsylvania",1175382855
"Rye Township, Perry County, Pennsylvania",1175380790
"East Wheatfield Township, Indiana County, Pennsylvania",1177815871
"Bell Township, Westmoreland County, Pennsylvania",1172124941
"East Bethlehem Township, Washington County, Pennsylvania",1177815623
"Letterkenny Township, Pennsylvania",1173871978
"Parkside, Pennsylvania",1172275039
"Covington Township, Lackawanna County, Pennsylvania",1174296075
"Jefferson Township, Greene County, Pennsylvania",1171582274
"Brownsville, Pennsylvania",1178251871
"Pike Township, Clearfield County, Pennsylvania",1157451545
"Croyle Township, Cambria County, Pennsylvania",1157356050
"Stewartstown, Pennsylvania",1158576295
"Venango Township, Erie County, Pennsylvania",1167742557
"Upper Burrell Township, Westmoreland County, Pennsylvania",1175375046
"Windsor Township, Berks County, Pennsylvania",1174272198
"Mifflin Township, Columbia County, Pennsylvania",1171936587
"Westfall Township, Pike County, Pennsylvania",1175373116
"Wrightsville, Pennsylvania",1178557353
"Norwegian Township, Schuylkill County, Pennsylvania",1175504096
"Londonderry Township, Chester County, Pennsylvania",1157438934
"Tyrone Township, Adams County, Pennsylvania",1167739270
"West Wheatfield Township, Indiana County, Pennsylvania",1175370875
"Rockefeller Township, Northumberland County, Pennsylvania",1175381208
"Glade Township, Warren County, Pennsylvania",1173804051
"Delaware Township, Mercer County, Pennsylvania",1159987638
"Washington Township, Dauphin County, Pennsylvania",1165536124
"Lafayette Township, McKean County, Pennsylvania",1157437889
"Coolspring Township, Mercer County, Pennsylvania",1159987276
"Conemaugh Township, Indiana County, Pennsylvania",1172551165
"McAdoo, Pennsylvania",1176133763
"Kittanning Township, Armstrong County, Pennsylvania",1171378299
"Summit Township, Somerset County, Pennsylvania",1167679474
"Penndel, Pennsylvania",1157450330
"Franklin Township, Snyder County, Pennsylvania",1174920016
"Monroe Township, Juniata County, Pennsylvania",1173876423
"Huntington Township, Luzerne County, Pennsylvania",1167176344
"Muddy Creek Township, Butler County, Pennsylvania",1175956169
"Coaldale, Schuylkill County, Pennsylvania",1177099628
"Hemlock Township, Columbia County, Pennsylvania",1167135628
"Cook Township, Westmoreland County, Pennsylvania",1157355649
"Sandycreek Township, Venango County, Pennsylvania",1175380407
"Newtown, Bucks County, Pennsylvania",1172623524
"Southmont, Pennsylvania",1158104320
"Haycock Township, Bucks County, Pennsylvania",1179786198
"East Washington, Pennsylvania",1159119599
"Elk Lick Township, Somerset County, Pennsylvania",1157357656
"Dorrance Township, Luzerne County, Pennsylvania",1166852634
"Stonycreek Township, Somerset County, Pennsylvania",1174850847
"Woodward Township, Lycoming County, Pennsylvania",1159224349
"Lowhill Township, Lehigh County, Pennsylvania",1177807239
"Spring Township, Perry County, Pennsylvania",1167676187
"Perry Township, Snyder County, Pennsylvania",1173877606
"Oliver Township, Mifflin County, Pennsylvania",1175076132
"West Nantmeal Township, Chester County, Pennsylvania",1175371289
"Wilmerding, Pennsylvania",1170817149
"Fell Township, Lackawanna County, Pennsylvania",1174297868
"Napier Township, Bedford County, Pennsylvania",1175955912
"New Eagle, Pennsylvania",1157849611
"Conway, Pennsylvania",1176752758
"Shippen Township, Cameron County, Pennsylvania",1121694626
"Pine Grove, Schuylkill County, Pennsylvania",1157451764
"Valley Township, Montour County, Pennsylvania",1173165002
"Jermyn, Pennsylvania",1177568790
"New Stanton, Pennsylvania",1157444608
"Lurgan Township, Pennsylvania",1173864075
"Spring Grove, Pennsylvania",1158104629
"Dublin, Pennsylvania",1172131431
"Porter Township, Schuylkill County, Pennsylvania",1157453720
"Braddock, Pennsylvania",1176830817
"Eldred Township, Lycoming County, Pennsylvania",1168330346
"Meyersdale, Pennsylvania",1171469670
"Hughesville, Pennsylvania",1157361862
"Canton Township, Bradford County, Pennsylvania",1176778158
"South Woodbury Township, Bedford County, Pennsylvania",1175378770
"McDonald, Pennsylvania",1157440488
"Port Allegany, Pennsylvania",1167302112
"East McKeesport, Pennsylvania",1168463523
"Eden Township, Lancaster County, Pennsylvania",1166992145
"Middlecreek Township, Snyder County, Pennsylvania",1157440928
"Southwest Greensburg, Pennsylvania",1158104333
"Liberty Township, Centre County, Pennsylvania",1157438511
"Rankin, Pennsylvania",1175257622
"Leechburg, Pennsylvania",1177350394
"Milford Township, Juniata County, Pennsylvania",1173513548
"Tyrone Township, Perry County, Pennsylvania",1180274535
"Cleona, Pennsylvania",1157354929
"North Centre Township, Columbia County, Pennsylvania",1175954551
"Greenfield Township, Lackawanna County, Pennsylvania",1174273659
"South Greensburg, Pennsylvania",1158103823
"Sheffield Township, Warren County, Pennsylvania",1175380100
"Bald Eagle Township, Pennsylvania",1172051125
"Buffalo Township, Washington County, Pennsylvania",1166636568
"Fairview Township, Butler County, Pennsylvania",1177458623
"Berlin, Pennsylvania",1157350518
"Robesonia, Pennsylvania",1173398071
"Topton, Pennsylvania",1173397916
"Walnutport, Pennsylvania",1171091114
"Lake Township, Luzerne County, Pennsylvania",1167293988
"Brockway, Pennsylvania",1157351528
"Barr Township, Cambria County, Pennsylvania",1172051191
"Henry Clay Township, Fayette County, Pennsylvania",1157361234
"Black Creek Township, Luzerne County, Pennsylvania",1172125470
"Burnham, Pennsylvania",1175074620
"Union Township, Luzerne County, Pennsylvania",1162528578
"Upper Tyrone Township, Fayette County, Pennsylvania",1175374030
"Jay Township, Elk County, Pennsylvania",1173807765
"Limestone Township, Lycoming County, Pennsylvania",1157438603
"Bell Township, Jefferson County, Pennsylvania",1173809380
"Mount Holly Springs, Pennsylvania",1167392327
"South Shenango Township, Crawford County, Pennsylvania",1175379038
"Moscow, Pennsylvania",1173705958
"Clinton Township, Wayne County, Pennsylvania",1157354973
"Upper Frankford Township, Cumberland County, Pennsylvania",1175375135
"Glen Rock, Pennsylvania",1179429493
"Emporium, Pennsylvania",1172882651
"New Milford Township, Susquehanna County, Pennsylvania",1175955456
"Columbus Township, Warren County, Pennsylvania",1172105822
"Summit Township, Crawford County, Pennsylvania",1172101657
"Pine Township, Indiana County, Pennsylvania",1174557558
"Jefferson Township, Fayette County, Pennsylvania",1175230875
"Ridgebury Township, Bradford County, Pennsylvania",1175381398
"Dover, Pennsylvania",1170367596
"Quemahoning Township, Somerset County, Pennsylvania",1175382483
"Hopewell Township, Bedford County, Pennsylvania",1178632655
"Canton, Pennsylvania",1153589424
"Jefferson Township, Berks County, Pennsylvania",1178768111
"Miles Township, Centre County, Pennsylvania",1175956750
"Penn Township, Berks County, Pennsylvania",1174294312
"Brady Township, Clearfield County, Pennsylvania",1175874133
"Baldwin Township, Allegheny County, Pennsylvania",1171747803
"Blacklick Township, Cambria County, Pennsylvania",1173676681
"Conemaugh Township, Cambria County, Pennsylvania",1157355384
"Springfield Township, Mercer County, Pennsylvania",1160605334
"Susquehanna Township, Cambria County, Pennsylvania",1167679991
"Mercer, Pennsylvania",1169337971
"West Cornwall Township, Lebanon County, Pennsylvania",1175372444
"Porter Township, Huntingdon County, Pennsylvania",1167498865
"Darlington Township, Beaver County, Pennsylvania",1174874054
"Falls Township, Wyoming County, Pennsylvania",1174318672
"Fairchance, Pennsylvania",1158806090
"Big Beaver, Pennsylvania",1179453817
"South Connellsville, Pennsylvania",1159119717
"Greenfield Township, Erie County, Pennsylvania",1167128167
"Roaring Brook Township, Lackawanna County, Pennsylvania",1175381291
"Jackson Township, Dauphin County, Pennsylvania",1167178619
"Walker Township, Huntingdon County, Pennsylvania",1178880959
"Martinsburg, Pennsylvania",1157440286
"North Belle Vernon, Pennsylvania",1157445510
"Kidder Township, Carbon County, Pennsylvania",1173517818
"Cass Township, Schuylkill County, Pennsylvania",1173540546
"West Homestead, Pennsylvania",1170742193
"Greenwood Township, Columbia County, Pennsylvania",1167128508
"Riverside, Pennsylvania",1169323941
"Jonestown, Lebanon County, Pennsylvania",1157437315
"Perry Township, Lawrence County, Pennsylvania",1159983460
"Robinson Township, Washington County, Pennsylvania",1167507282
"Ayr Township, Pennsylvania",1173293677
"Oliver Township, Perry County, Pennsylvania",1167426013
"Lewis Township, Northumberland County, Pennsylvania",1167316479
"South Centre Township, Columbia County, Pennsylvania",1175379427
"Great Bend Township, Susquehanna County, Pennsylvania",1167127516
"Jackson Township, Tioga County, Pennsylvania",1167178917
"Leesport, Pennsylvania",1173397803
"Farmington Township, Clarion County, Pennsylvania",1173813546
"Auburn Township, Pennsylvania",1172050264
"Upper Tulpehocken Township, Berks County, Pennsylvania",1175374188
"Aleppo Township, Allegheny County, Pennsylvania",1169748425
"Tyrone Township, Blair County, Pennsylvania",1167739274
"North York, Pennsylvania",1157446321
"Lenox Township, Susquehanna County, Pennsylvania",1174221765
"Benton Township, Lackawanna County, Pennsylvania",1174295605
"Conyngham, Pennsylvania",1176646419
"Washington Township, Jefferson County, Pennsylvania",1173811730
"Menno Township, Mifflin County, Pennsylvania",1175957233
"Bloomfield Township, Crawford County, Pennsylvania",1166612187
"Rayburn Township, Armstrong County, Pennsylvania",1175382237
"Braddock Hills, Pennsylvania",1180411953
"Washington Township, Clarion County, Pennsylvania",1167092341
"Cherry Ridge Township, Wayne County, Pennsylvania",1166694999
"Donegal Township, Butler County, Pennsylvania",1177359857
"Forest City, Pennsylvania",1165731303
"Tullytown, Pennsylvania",1172131770
"Metal Township, Pennsylvania",1173901945
"Jefferson Township, Mercer County, Pennsylvania",1160603630
"Port Carbon, Pennsylvania",1162583100
"Zerbe Township, Northumberland County, Pennsylvania",1175368522
"Brokenstraw Township, Warren County, Pennsylvania",1160901570
"East Providence Township, Bedford County, Pennsylvania",1177815854
"Limestone Township, Clarion County, Pennsylvania",1173814301
"Oil Creek Township, Crawford County, Pennsylvania",1172279534
"Brush Valley Township, Indiana County, Pennsylvania",1172549257
"Trainer, Pennsylvania",1167968173
"Londonderry Township, Bedford County, Pennsylvania",1157438930
"West Franklin Township, Armstrong County, Pennsylvania",1175372145
"Upper Fairfield Township, Lycoming County, Pennsylvania",1175375127
"Jacobus, Pennsylvania",1157436379
"Elkland, Pennsylvania",1157357673
"East Nantmeal Township, Chester County, Pennsylvania",1177815804
"Lehigh Township, Wayne County, Pennsylvania",1167296717
"Branch Township, Schuylkill County, Pennsylvania",1176777392
"Rome Township, Crawford County, Pennsylvania",1172100809
"Industry, Pennsylvania",1176471122
"East Pittsburgh, Pennsylvania",1168516614
"Hartley Township, Union County, Pennsylvania",1167134013
"South Mahoning Township, Indiana County, Pennsylvania",1175379183
"Evans City, Pennsylvania",1177383140
"Plymouth Township, Luzerne County, Pennsylvania",1171932120
"Bellwood, Pennsylvania",1176776523
"Turbot Township, Northumberland County, Pennsylvania",1175377494
"St. Lawrence, Pennsylvania",1174790147
"Elk Creek Township, Erie County, Pennsylvania",1166993467
"Sparta Township, Crawford County, Pennsylvania",1175378023
"Tunkhannock, Pennsylvania",1156793234
"Warriors Mark Township, Huntingdon County, Pennsylvania",1175373652
"Bonneauville, Pennsylvania",1170165633
"Mayfield, Pennsylvania",1157440337
"Henderson Township, Jefferson County, Pennsylvania",1173810075
"Everett, Pennsylvania",1179826587
"Freeport, Pennsylvania",1175242201
"Nicholson Township, Fayette County, Pennsylvania",1157445169
"Adamstown, Pennsylvania",1161588306
"Washington Township, Indiana County, Pennsylvania",1167836680
"Dravosburg, Pennsylvania",1168452144
"New Oxford, Pennsylvania",1170164660
"East Brunswick Township, Schuylkill County, Pennsylvania",1177815630
"Ben Avon, Pennsylvania",1168300411
"Lower Mifflin Township, Cumberland County, Pennsylvania",1177807779
"Lykens, Pennsylvania",1171925308
"Beccaria Township, Clearfield County, Pennsylvania",1178162282
"Perryopolis, Pennsylvania",1157451072
"Snake Spring Township, Bedford County, Pennsylvania",1175379837
"Beaver Township, Clarion County, Pennsylvania",1173812746
"Franklin Township, Luzerne County, Pennsylvania",1167017516
"Boggs Township, Clearfield County, Pennsylvania",1175873852
"Randolph Township, Crawford County, Pennsylvania",1175382330
"Young Township, Indiana County, Pennsylvania",1167347953
"Waverly Township, Lackawanna County, Pennsylvania",1175373577
"Marion Township, Berks County, Pennsylvania",1174292150
"South Canaan Township, Wayne County, Pennsylvania",1175379552
"Snow Shoe Township, Centre County, Pennsylvania",1175378884
"Lawrence Township, Tioga County, Pennsylvania",1167295693
"Cheswick, Pennsylvania",1177037389
"Honey Brook, Pennsylvania",1178632646
"Upper Bern Township, Berks County, Pennsylvania",1175374867
"Limestone Township, Union County, Pennsylvania",1167317606
"Tremont, Pennsylvania",1158115117
"Patton, Pennsylvania",1143227094
"Pike Township, Berks County, Pennsylvania",1174294602
"Heidelberg Township, Berks County, Pennsylvania",1174290460
"Young Township, Jefferson County, Pennsylvania",1173811966
"Mont Alto, Pennsylvania",1157441520
"Albany Township, Berks County, Pennsylvania",1176485966
"Lower Frankford Township, Cumberland County, Pennsylvania",1177808452
"Wysox Township, Bradford County, Pennsylvania",1175368836
"Ontelaunee Township, Berks County, Pennsylvania",1175384304
"West St. Clair Township, Pennsylvania",1173349617
"Cherry Township, Sullivan County, Pennsylvania",1166695008
"Greene Township, Clinton County, Pennsylvania",1167128092
"Lower Mahanoy Township, Northumberland County, Pennsylvania",1177808026
"Licking Creek Township, Fulton County, Pennsylvania",1167317275
"LeBoeuf Township, Erie County, Pennsylvania",1160898375
"Sugar Grove Township, Warren County, Pennsylvania",1173805204
"Youngsville, Pennsylvania",1164266721
"Silver Lake Township, Susquehanna County, Pennsylvania",1175379954
"Elk Township, Chester County, Pennsylvania",1166993581
"Woodbury Township, Blair County, Pennsylvania",1167843692
"Homer City, Pennsylvania",1170040468
"Mars, Pennsylvania",1177686241
"Paint Township, Clarion County, Pennsylvania",1173892047
"Edgeworth, Pennsylvania",1168536419
"Shamokin Dam, Pennsylvania",1175005039
"Troy Township, Bradford County, Pennsylvania",1177814867
"Wayne Township, Clinton County, Pennsylvania",1167838455
"Cresson, Pennsylvania",1163872558
"East Lackawannock Township, Mercer County, Pennsylvania",1159987714
"Broad Top Township, Bedford County, Pennsylvania",1176485052
"Washington Township, Snyder County, Pennsylvania",1167836874
"Wayne Township, Erie County, Pennsylvania",1167838482
"Overfield Township, Wyoming County, Pennsylvania",1175384028
"Union Township, Erie County, Pennsylvania",1167740102
"Washington Township, Lycoming County, Pennsylvania",1169044345
"Gallitzin, Pennsylvania",1169055903
"Monroe Township, Wyoming County, Pennsylvania",1174319047
"Cressona, Pennsylvania",1166820025
"Wetmore Township, McKean County, Pennsylvania",1175370463
"Lykens Township, Dauphin County, Pennsylvania",1177807033
"Smethport, Pennsylvania",1161177892
"East Carroll Township, Cambria County, Pennsylvania",1157356956
"Springdale Township, Allegheny County, Pennsylvania",1175378647
"Leet Township, Allegheny County, Pennsylvania",1169748204
